title,location,price,room_size_sqm,listing_date,cam_free_per_month,property_type,is_finish_construct,constructed_year,bedrooms,bathrooms,no_floors,balcony_view,room_furniture,estimate_rent_per_month,url
Studio Condo for sale at Life Asoke Rama 9 ,"Makkasan, Ratchathewi,Bangkok",5130000,35,"Nov 25, 2020",1750,Condo,Completed,Jan 2020,Studio,1,35,City View,Unfurnished,19800,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-life-asoke-rama-9-in-makkasan-bangkok-u642502
3 Bedroom Condo for sale at Le Raffine Sukhumvit 39 ,"Khlong Tan Nuea, Watthana,Bangkok",95000000,360,"Nov 24, 2020",27000,Condo,Completed,Dec 2008,3,5,17,City View,Fully Furnished,220000,https://www.fazwaz.com/property-sales/3-bedroom-condo-for-sale-at-le-raffine-sukhumvit-39-in-khlong-tan-nuea-bangkok-u638790
2 Bedroom Condo for sale at Sukhumvit Suite ,"Khlong Toei Nuea, Watthana,Bangkok",14500000,208,"Nov 23, 2020",N/A,Condo,Completed,Dec 1993,2,2,41,City View,Partly Furnished,67300,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-sukhumvit-suite-in-khlong-toei-nuea-bangkok-u642080
2 Bedroom Condo for sale at Ashton Asoke - Rama 9 ,"Din Daeng, Din Daeng,Bangkok",25554000,93,"Nov 23, 2020",7905,Condo,Completed,Dec 2020,2,2,32,"City View, Unblocked Open View",Unfurnished,79300,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-ashton-asoke-rama-9-in-din-daeng-bangkok-u642026
1 Bedroom Condo for sale at Ashton Asoke - Rama 9 ,"Din Daeng, Din Daeng,Bangkok",10232000,Area is not available,Date is not available,Volume is not available,Type is not available,Completed,Dec 2020,Number of bedrooms is not available,1,Number of floors is not available,Details of balcony is not available,Details of room furnish is not available,32900,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-ashton-asoke-rama-9-in-din-daeng-bangkok-u642020
1 Bedroom Condo for sale at Vincente Sukhumvit 49 ,"Khlong Tan Nuea, Watthana,Bangkok",8000000,59,"Nov 23, 2020",3540,Condo,Completed,Jan 2009,1,1,2,Blocked View,Fully Furnished,40000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-vincente-sukhumvit-49-in-khlong-tan-nuea-bangkok-u638860
1 Bedroom Condo for sale at Vincente Sukhumvit 49 ,"Khlong Tan Nuea, Watthana,Bangkok",7000000,59,"Nov 23, 2020",3540,Condo,Completed,Jan 2009,1,1,5,Blocked View,Fully Furnished,40000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-vincente-sukhumvit-49-in-khlong-tan-nuea-bangkok-u638852
3 Bedroom Condo for sale at The Pano Rama3 ,"Bang Phongphang, Yan Nawa,Bangkok",21000000,134.50,"Nov 23, 2020",N/A,Condo,Completed,Sep 2009,3,2,20,"River or Canal View, City View",Fully Furnished,65000,https://www.fazwaz.com/property-sales/3-bedroom-condo-for-sale-at-the-pano-rama3-in-bang-phongphang-bangkok-u642048
1 Bedroom Condo for sale at Metro Park Sathorn Phase 1 ,"Bang Wa, Phasi Charoen,Bangkok",1803000,40,"Nov 23, 2020",1200,Condo,Completed,Nov 2007,1,1,4,Pool View,Fully Furnished,8440,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-metro-park-sathorn-phase-1-in-bang-wa-bangkok-u642004
3 Bedroom Condo for sale at Liv At 49 ,"Khlong Tan Nuea, Watthana,Bangkok",17900000,95,"Nov 20, 2020",5700,Condo,Completed,Mar 2016,3,2,3,"Garden View, Unblocked Open View",Fully Furnished,75000,https://www.fazwaz.com/property-sales/3-bedroom-condo-for-sale-at-liv-at-49-in-khlong-tan-nuea-bangkok-u638748
3 Bedroom Condo for sale at Kallista Mansion ,"Khlong Toei Nuea, Watthana,Bangkok",33000000,315,"Nov 20, 2020",11025,Condo,Completed,Dec 1997,3,3,13,"River or Canal View, City View",Fully Furnished,88600,https://www.fazwaz.com/property-sales/3-bedroom-condo-for-sale-at-kallista-mansion-in-khlong-toei-nuea-bangkok-u639810
1 Bedroom Condo for sale at Life Asoke Rama 9 ,"Makkasan, Ratchathewi,Bangkok",5974000,40,"Nov 20, 2020",2000,Condo,Construction type is not available,Constructed year is not available,1,1,N/A,"City View, Unblocked Open View",Unfurnished,23700,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-life-asoke-rama-9-in-makkasan-bangkok-u641846
1 Bedroom Condo for sale at The Esse Asoke ,"Khlong Toei Nuea, Watthana,Bangkok",9300000,Area is not available,Date is not available,Volume is not available,Type is not available,Completed,Apr 2019,Number of bedrooms is not available,1,Number of floors is not available,Details of balcony is not available,Details of room furnish is not available,25000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-esse-asoke-in-khlong-toei-nuea-bangkok-u34828
4 Bedroom Condo for sale at Belgravia Residences ,"Khlong Tan, Khlong Toei,Bangkok",51500000,296,"Nov 19, 2020",9768,Condo,Completed,Dec 2007,4,3.5,2,City View,Partly Furnished,150000,https://www.fazwaz.com/property-sales/4-bedroom-condo-for-sale-at-belgravia-residences-in-khlong-tan-bangkok-u641390
2 Bedroom Condo for sale at Baan Sukhumvit 36 ,"Khlong Tan, Khlong Toei,Bangkok",7000000,77.42,"Nov 19, 2020",N/A,Condo,Completed,Dec 1998,2,2,9,City View,Fully Furnished,32000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-baan-sukhumvit-36-in-khlong-tan-bangkok-u641352
2 Bedroom Condo for sale at Fullerton Sukhumvit ,"Khlong Tan Nuea, Watthana,Bangkok",17000000,96,"Nov 19, 2020",3840,Condo,Completed,Jan 2006,2,2,29,City View,Fully Furnished,63000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-fullerton-sukhumvit-in-khlong-tan-nuea-bangkok-u639834
2 Bedroom Condo for sale at The Parco Condominium ,"Chong Nonsi, Yan Nawa,Bangkok",15500000,95,"Nov 19, 2020",3800,Condo,Completed,Dec 2011,2,2,25,City View,Fully Furnished,49900,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-the-parco-condominium-in-chong-nonsi-bangkok-u639938
1 Bedroom Condo for sale at Sky Walk Residences ,"Phra Khanong Nuea, Watthana,Bangkok",5650000,40,"Nov 19, 2020",2400,Condo,Completed,Dec 2012,1,1,34,City View,Fully Furnished,24400,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-sky-walk-residences-in-phra-khanong-nuea-bangkok-u639654
3 Bedroom Condo for sale at Sky Walk Residences ,"Phra Khanong Nuea, Watthana,Bangkok",14500000,100,"Nov 19, 2020",6000,Condo,Completed,Dec 2012,3,2,27,City View,Fully Furnished,53600,https://www.fazwaz.com/property-sales/3-bedroom-condo-for-sale-at-sky-walk-residences-in-phra-khanong-nuea-bangkok-u639614
2 Bedroom Condo for sale at Sky Walk Residences ,"Phra Khanong Nuea, Watthana,Bangkok",11000000,80,"Nov 19, 2020",4800,Condo,Completed,Dec 2012,2,1,22,City View,Fully Furnished,42200,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-sky-walk-residences-in-phra-khanong-nuea-bangkok-u639610
Studio Condo for sale at Le Luk Condominium ,"Phra Khanong Nuea, Watthana,Bangkok",5300000,39,"Nov 19, 2020",1365,Condo,Completed,Dec 2009,Studio,1,25,City View,Fully Furnished,26000,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-le-luk-condominium-in-phra-khanong-nuea-bangkok-u639374
3 Bedroom Penthouse for sale at The Pillar ,"Khlong Tan Nuea, Watthana,Bangkok",70000000,386,"Nov 19, 2020",N/A,Penthouse,Completed,Dec 2017,3,3,6,City View,Fully Furnished,404000,https://www.fazwaz.com/property-sales/3-bedroom-penthouse-for-sale-at-the-pillar-in-khlong-tan-nuea-bangkok-u640882
3 Bedroom Condo for sale at 15 Sukhumvit Residences ,"Khlong Toei Nuea, Watthana,Bangkok",18000000,137,"Nov 19, 2020",5480,Condo,Completed,Jan 2013,3,2,14,City View,Fully Furnished,58000,https://www.fazwaz.com/property-sales/3-bedroom-condo-for-sale-at-15-sukhumvit-residences-in-khlong-toei-nuea-bangkok-u641468
Studio Condo for sale at Life Asoke Rama 9 ,"Makkasan, Ratchathewi,Bangkok",4089000,28,"Nov 18, 2020",1400,Condo,Completed,Jan 2020,Studio,1,44,"City View, Garden View",Fully Furnished,15800,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-life-asoke-rama-9-in-makkasan-bangkok-u641384
1 Bedroom Condo for sale at Life Asoke Rama 9 ,"Makkasan, Ratchathewi,Bangkok",4378000,32,"Nov 18, 2020",1600,Condo,Completed,Jan 2020,1,1,41,"City View, Unblocked Open View",Built In,17400,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-life-asoke-rama-9-in-makkasan-bangkok-u641378
1 Bedroom Condo for sale at Life Asoke Rama 9 ,"Makkasan, Ratchathewi,Bangkok",4378000,32,"Nov 18, 2020",1600,Condo,Completed,Jan 2020,1,1,37,"City View, Unblocked Open View",Built In,17400,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-life-asoke-rama-9-in-makkasan-bangkok-u641374
1 Bedroom Condo for sale at Life Asoke Rama 9 ,"Makkasan, Ratchathewi,Bangkok",4260000,32,"Nov 18, 2020",1600,Condo,Construction type is not available,Constructed year is not available,1,1,N/A,City View,Unfurnished,16900,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-life-asoke-rama-9-in-makkasan-bangkok-u641364
1 Bedroom Condo for sale at Life Asoke ,"Bang Kapi, Huai Khwang,Bangkok",6700000,36,"Nov 18, 2020",1260,Condo,Completed,Dec 2017,1,1,19,City View,Fully Furnished,22000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-life-asoke-in-bang-kapi-bangkok-u641338
1 Bedroom Condo for sale at Wyndham Bangkok Queen Convention Centre ,"Khlong Toei, Khlong Toei,Bangkok",9315000,35,"Nov 18, 2020",2625,Condo,Completed,Nov 2019,1,1,21,City View,Fully Furnished,26000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-wyndham-bangkok-queen-convention-centre-in-khlong-toei-bangkok-u641014
Studio Condo for sale at Life Asoke ,"Bang Kapi, Huai Khwang,Bangkok",4950000,24.52,"Nov 17, 2020",858,Condo,Completed,Dec 2017,Studio,1,31,City View,Fully Furnished,18000,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-life-asoke-in-bang-kapi-bangkok-u641166
1 Bedroom Condo for sale at Life Asoke ,"Bang Kapi, Huai Khwang,Bangkok",6300000,35.70,"Nov 17, 2020",1250,Condo,Completed,Dec 2017,1,1,29,City View,Fully Furnished,19000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-life-asoke-in-bang-kapi-bangkok-u641160
1 Bedroom Condo for sale at Life Asoke ,"Bang Kapi, Huai Khwang,Bangkok",5850000,35,"Nov 17, 2020",1225,Condo,Completed,Dec 2017,1,1,8,City View,Unfurnished,20000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-life-asoke-in-bang-kapi-bangkok-u641142
3 Bedroom Condo for sale at Wyndham Bangkok Queen Convention Centre ,"Khlong Toei, Khlong Toei,Bangkok",42675000,129,"Nov 17, 2020",9675,Condo,Completed,Nov 2019,3,2,29,City View,Fully Furnished,71200,https://www.fazwaz.com/property-sales/3-bedroom-condo-for-sale-at-wyndham-bangkok-queen-convention-centre-in-khlong-toei-bangkok-u641022
2 Bedroom Condo for sale at Wyndham Bangkok Queen Convention Centre ,"Khlong Toei, Khlong Toei,Bangkok",22325000,74,"Nov 17, 2020",5550,Condo,Completed,Nov 2019,2,2,21,City View,Fully Furnished,66100,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-wyndham-bangkok-queen-convention-centre-in-khlong-toei-bangkok-u641020
1 Bedroom Condo for sale at Wyndham Bangkok Queen Convention Centre ,"Khlong Toei, Khlong Toei,Bangkok",15640000,57,"Nov 17, 2020",4275,Condo,Completed,Nov 2019,1,1,21,City View,Fully Furnished,43700,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-wyndham-bangkok-queen-convention-centre-in-khlong-toei-bangkok-u641016
2 Bedroom Condo for sale at Wyndham Garden Residence Sukhumvit 42 ,"Phra Khanong, Khlong Toei,Bangkok",9000000,52,"Nov 13, 2020",3900,Condo,Completed,Feb 2020,2,1,9,City View,Fully Furnished,3900,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-wyndham-garden-residence-sukhumvit-42-in-phra-khanong-bangkok-u640722
2 Bedroom Condo for sale at Life Asoke ,"Bang Kapi, Huai Khwang,Bangkok",9170000,55,"Nov 12, 2020",1925,Condo,Completed,Dec 2017,2,2,10,"City View, Unblocked Open View",Fully Furnished,35000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-life-asoke-in-bang-kapi-bangkok-u640198
1 Bedroom Condo for sale at Regent Home Bangson 27 ,"Bang Sue, Bang Sue,Bangkok",1650000,28,"Nov 12, 2020",800,Condo,Completed,Dec 2017,1,1,27,City View,Fully Furnished,8500,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-regent-home-bangson-27-in-bang-sue-bangkok-u640114
2 Bedroom Condo for sale at Metro Park Sathorn Phase 1 ,"Bang Wa, Phasi Charoen,Bangkok",2100000,58,"Nov 12, 2020",1740,Condo,Completed,Nov 2007,2,1,8,Pool View,Fully Furnished,10000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-metro-park-sathorn-phase-1-in-bang-wa-bangkok-u640084
2 Bedroom Condo for sale at Metro Park Sathorn Phase 1 ,"Bang Wa, Phasi Charoen,Bangkok",2100000,58,"Nov 12, 2020",1740,Condo,Completed,Nov 2007,2,1,7,Pool View,Fully Furnished,10000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-metro-park-sathorn-phase-1-in-bang-wa-bangkok-u640076
1 Bedroom Condo for sale at Metro Park Sathorn Phase 1 ,"Bang Wa, Phasi Charoen,Bangkok",1500000,42,"Nov 12, 2020",1260,Condo,Completed,Nov 2007,1,1,7,Pool View,Fully Furnished,7000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-metro-park-sathorn-phase-1-in-bang-wa-bangkok-u640008
Studio Condo for sale at Metro Park Sathorn Phase 1 ,"Bang Wa, Phasi Charoen,Bangkok",1200000,31,"Nov 12, 2020",930,Condo,Completed,Nov 2007,Studio,1,4,Garden View,Fully Furnished,6000,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-metro-park-sathorn-phase-1-in-bang-wa-bangkok-u639986
3 Bedroom Penthouse for sale at Le Raffine Jambunuda Sukhumvit 31 ,"Khlong Tan Nuea, Watthana,Bangkok",60000000,365,"Nov 11, 2020",12775,Penthouse,Construction type is not available,Ready To Move-In,3,4,10,City View,Fully Furnished,180000,https://www.fazwaz.com/property-sales/3-bedroom-penthouse-for-sale-at-le-raffine-jambunuda-sukhumvit-31-in-khlong-tan-nuea-bangkok-u639850
Studio Condo for sale at Regent Home Bangson 27 ,"Bang Sue, Bang Sue,Bangkok",1597000,28,"Nov 10, 2020",800,Condo,Completed,Dec 2017,Studio,1,8,"Park View, City View",Fully Furnished,7730,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-regent-home-bangson-27-in-bang-sue-bangkok-u639584
Studio Condo for sale at Regent Home Bangson 27 ,"Bang Sue, Bang Sue,Bangkok",1520000,28,"Nov 10, 2020",800,Condo,Completed,Dec 2017,Studio,1,19,"City View, Pool View",Fully Furnished,7350,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-regent-home-bangson-27-in-bang-sue-bangkok-u639546
1 Bedroom Condo for sale at Metro Park Sathorn Phase 1 ,"Bang Wa, Phasi Charoen,Bangkok",1400000,34.74,"Nov 10, 2020",1042,Condo,Completed,Nov 2007,1,1,1,Blocked View,Fully Furnished,9000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-metro-park-sathorn-phase-1-in-bang-wa-bangkok-u639494
1 Bedroom Condo for sale at The River by Raimon Land ,"Khlong Ton Sai, Khlong San,Bangkok",10000000,69,"Nov 9, 2020",6210,Condo,Completed,Dec 2009,1,1,14,"River or Canal View, City View",Fully Furnished,34400,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-river-by-raimon-land-in-khlong-ton-sai-bangkok-u639344
1 Bedroom Condo for sale at The River by Raimon Land ,"Khlong Ton Sai, Khlong San,Bangkok",9800000,69,"Nov 9, 2020",6210,Condo,Completed,Dec 2009,1,1,9,City View,Fully Furnished,32000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-river-by-raimon-land-in-khlong-ton-sai-bangkok-u639340
2 Bedroom Condo for sale at M Silom ,"Suriyawong, Bang Rak,Bangkok",18000000,Area is not available,Date is not available,Volume is not available,Type is not available,Completed,Dec 2012,Number of bedrooms is not available,2,Number of floors is not available,Details of balcony is not available,Details of room furnish is not available,65000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-m-silom-in-suriyawong-bangkok-u639328
2 Bedroom Condo for sale at Interlux Premier Sukhumvit 13 ,"Khlong Toei Nuea, Watthana,Bangkok",7200000,Area is not available,Date is not available,Volume is not available,Type is not available,Completed,Dec 2016,Number of bedrooms is not available,1,Number of floors is not available,Details of balcony is not available,Details of room furnish is not available,Estimate rent is not available,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-interlux-premier-sukhumvit-13-in-khlong-toei-nuea-bangkok-u639122
1 Bedroom Condo for sale at Metro Park Sathorn Phase 1 ,"Bang Wa, Phasi Charoen,Bangkok",1236000,32,"Nov 6, 2020",960,Condo,Completed,Nov 2007,1,1,5,"City View, Garden View",Fully Furnished,5790,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-metro-park-sathorn-phase-1-in-bang-wa-bangkok-u639108
Studio Condo for sale at Metro Park Sathorn Phase 1 ,"Bang Wa, Phasi Charoen,Bangkok",1430000,30.09,"Nov 6, 2020",903,Condo,Completed,Nov 2007,Studio,1,7,Pool View,Fully Furnished,8100,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-metro-park-sathorn-phase-1-in-bang-wa-bangkok-u639094
1 Bedroom Condo for sale at Metro Park Sathorn Phase 1 ,"Bang Wa, Phasi Charoen,Bangkok",1747000,42.62,"Nov 6, 2020",1279,Condo,Completed,Nov 2007,1,1,4,"City View, Pool View",Partly Furnished,7500,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-metro-park-sathorn-phase-1-in-bang-wa-bangkok-u639084
1 Bedroom Condo for sale at Metro Park Sathorn Phase 1 ,"Bang Wa, Phasi Charoen,Bangkok",1500000,30,"Nov 6, 2020",900,Condo,Completed,Nov 2007,1,1,5,Garden View,Fully Furnished,7020,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-metro-park-sathorn-phase-1-in-bang-wa-bangkok-u639078
2 Bedroom Condo for sale at M Silom ,"Suriyawong, Bang Rak,Bangkok",17500000,83,"Nov 6, 2020",3320,Condo,Completed,Dec 2012,2,2,23,City View,Fully Furnished,57000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-m-silom-in-suriyawong-bangkok-u639072
2 Bedroom Condo for sale at Inspire Place ABAC-Rama IX ,"Hua Mak, Bang Kapi,Bangkok",4065176,88.60,"Nov 5, 2020",2215,Condo,Construction type is not available,Constructed year is not available,2,2,N/A,Blocked View,Fully Furnished,24200,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-inspire-place-abac-rama-ix-in-hua-mak-bangkok-u639018
2 Bedroom Condo for sale at Metro Park Sathorn Phase 1 ,"Bang Wa, Phasi Charoen,Bangkok",2370000,55,"Nov 5, 2020",1650,Condo,Completed,Nov 2007,2,1,2,Pool View,Fully Furnished,12000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-metro-park-sathorn-phase-1-in-bang-wa-bangkok-u638962
1 Bedroom Condo for sale at Metro Park Sathorn Phase 1 ,"Bang Wa, Phasi Charoen,Bangkok",2150000,44,"Nov 5, 2020",1320,Condo,Completed,Nov 2007,1,1,3,City View,Fully Furnished,10100,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-metro-park-sathorn-phase-1-in-bang-wa-bangkok-u638960
1 Bedroom Condo for sale at Metro Park Sathorn Phase 1 ,"Bang Wa, Phasi Charoen,Bangkok",1650000,41.18,"Nov 5, 2020",1235,Condo,Completed,Nov 2007,1,1,6,City View,Fully Furnished,7730,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-metro-park-sathorn-phase-1-in-bang-wa-bangkok-u638862
1 Bedroom Condo for sale at Metro Park Sathorn Phase 1 ,"Bang Wa, Phasi Charoen,Bangkok",2472000,44.05,"Nov 5, 2020",1322,Condo,Completed,Nov 2007,1,1,6,"City View, Garden View",Fully Furnished,11600,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-metro-park-sathorn-phase-1-in-bang-wa-bangkok-u638858
Studio Condo for sale at Metro Park Sathorn Phase 1 ,"Bang Wa, Phasi Charoen,Bangkok",1597000,30,"Nov 5, 2020",900,Condo,Completed,Nov 2007,Studio,1,4,Pool View,Fully Furnished,9040,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-metro-park-sathorn-phase-1-in-bang-wa-bangkok-u638828
1 Bedroom Condo for sale at Metro Park Sathorn Phase 1 ,"Bang Wa, Phasi Charoen,Bangkok",1550000,43,"Nov 5, 2020",1290,Condo,Completed,Nov 2007,1,1,7,City View,Fully Furnished,7260,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-metro-park-sathorn-phase-1-in-bang-wa-bangkok-u638792
1 Bedroom Condo for sale at Metro Park Sathorn Phase 1 ,"Bang Wa, Phasi Charoen,Bangkok",1500000,43,"Nov 4, 2020",1290,Condo,Completed,Nov 2007,1,1,5,Pool View,Fully Furnished,7000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-metro-park-sathorn-phase-1-in-bang-wa-bangkok-u638730
1 Bedroom Condo for sale at Metro Park Sathorn Phase 1 ,"Bang Wa, Phasi Charoen,Bangkok",1290000,31,"Nov 4, 2020",930,Condo,Completed,Nov 2007,1,1,6,City View,Partly Furnished,6040,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-metro-park-sathorn-phase-1-in-bang-wa-bangkok-u638726
1 Bedroom Condo for sale at Metro Park Sathorn Phase 1 ,"Bang Wa, Phasi Charoen,Bangkok",1300000,31.63,"Nov 4, 2020",949,Condo,Completed,Nov 2007,1,1,6,"Park View, City View",Fully Furnished,6090,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-metro-park-sathorn-phase-1-in-bang-wa-bangkok-u638722
2 Bedroom Condo for sale at Metro Park Sathorn Phase 1 ,"Bang Wa, Phasi Charoen,Bangkok",2580000,73,"Nov 4, 2020",2190,Condo,Completed,Nov 2007,2,1,1,Pool View,Fully Furnished,13100,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-metro-park-sathorn-phase-1-in-bang-wa-bangkok-u638718
1 Bedroom Condo for sale at Metro Park Sathorn Phase 1 ,"Bang Wa, Phasi Charoen,Bangkok",1450000,31.63,"Nov 4, 2020",949,Condo,Completed,Nov 2007,1,1,4,Garden View,Fully Furnished,6790,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-metro-park-sathorn-phase-1-in-bang-wa-bangkok-u638716
Studio Condo for sale at Metro Park Sathorn Phase 1 ,"Bang Wa, Phasi Charoen,Bangkok",1638000,31.61,"Nov 4, 2020",948,Condo,Completed,Nov 2007,Studio,1,4,Park View,Fully Furnished,9270,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-metro-park-sathorn-phase-1-in-bang-wa-bangkok-u638696
1 Bedroom Condo for sale at Park Origin Phrom Phong ,"Khlong Tan, Khlong Toei,Bangkok",13000000,56,"Nov 4, 2020",3640,Condo,Completed,Jan 2017,1,1,6,City View,Fully Furnished,50000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-park-origin-phrom-phong-in-khlong-tan-bangkok-u638330
1 Bedroom Condo for sale at Ideo Q Chula Samyan ,"Maha Phruettharam, Bang Rak,Bangkok",6984000,34.25,"Nov 2, 2020",1884,Condo,Completed,Sep 2016,1,1,36,City View,Fully Furnished,24100,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-ideo-q-chula-samyan-in-maha-phruettharam-bangkok-u638426
Studio Condo for sale at Ideo Q Chula Samyan ,"Maha Phruettharam, Bang Rak,Bangkok",5670000,24,"Nov 2, 2020",1320,Condo,Completed,Sep 2016,Studio,1,33,City View,Fully Furnished,17500,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-ideo-q-chula-samyan-in-maha-phruettharam-bangkok-u638418
1 Bedroom Condo for sale at Ideo Q Chula Samyan ,"Maha Phruettharam, Bang Rak,Bangkok",6500000,34,"Nov 2, 2020",1870,Condo,Completed,Sep 2016,1,1,33,City View,Fully Furnished,20000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-ideo-q-chula-samyan-in-maha-phruettharam-bangkok-u638374
Studio Condo for sale at Ideo Q Chula Samyan ,"Maha Phruettharam, Bang Rak,Bangkok",6200000,28.90,"Nov 2, 2020",1590,Condo,Completed,Sep 2016,Studio,1,17,City View,Partly Furnished,19100,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-ideo-q-chula-samyan-in-maha-phruettharam-bangkok-u638372
1 Bedroom Condo for sale at Serene Place Sukhumvit 24 ,"Khlong Tan, Khlong Toei,Bangkok",5900000,Area is not available,Date is not available,Volume is not available,Type is not available,Completed,Jan 2007,Number of bedrooms is not available,1,Number of floors is not available,Details of balcony is not available,Details of room furnish is not available,20000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-serene-place-sukhumvit-24-in-khlong-tan-bangkok-u638366
1 Bedroom Condo for sale at Fuse Sense ,"Bang Khae Nuea, Bang Khae,Bangkok",1550000,25,"Nov 2, 2020",875,Condo,Completed,Dec 2014,1,1,17,"360° View, Skyline View, City View, Unblocked Open View",Fully Furnished,5400,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-fuse-sense-in-bang-khae-nuea-bangkok-u638232
2 Bedroom Condo for sale at Ideo Q Chula Samyan ,"Maha Phruettharam, Bang Rak,Bangkok",12260000,50,"Nov 2, 2020",2750,Condo,Completed,Sep 2016,2,1,20,City View,Fully Furnished,33800,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-ideo-q-chula-samyan-in-maha-phruettharam-bangkok-u638358
Studio Condo for sale at Ideo Q Chula Samyan ,"Maha Phruettharam, Bang Rak,Bangkok",5370000,21.75,"Oct 30, 2020",1196,Condo,Completed,Sep 2016,Studio,1,23,City View,Fully Furnished,13500,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-ideo-q-chula-samyan-in-maha-phruettharam-bangkok-u638228
1 Bedroom Condo for sale at Ideo Q Chula Samyan ,"Maha Phruettharam, Bang Rak,Bangkok",6000000,24,"Oct 30, 2020",1320,Condo,Completed,Sep 2016,1,1,20,City View,Built In,20700,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-ideo-q-chula-samyan-in-maha-phruettharam-bangkok-u638220
2 Bedroom Condo for sale at Ideo Q Chula Samyan ,"Maha Phruettharam, Bang Rak,Bangkok",11900000,50,"Oct 30, 2020",2750,Condo,Completed,Sep 2016,2,1,12,City View,Fully Furnished,32800,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-ideo-q-chula-samyan-in-maha-phruettharam-bangkok-u638204
